1173.7,1025,1505,10,10,10,0,0,0,727.6,594,1049,436.1,414,452
1166.6,1024,1505,10,10,10,2.5,0,24,718.2,594,1049,435.9,412,452
1166.3,1024,1505,10,10,10,2.5,0,24,717.9,594,1049,435.9,412,452
1166,1024,1504,10,10,10,2.5,0,24,717.7,594,1046,435.8,412,453
1162.9,1024,1504,10,10,10,2.5,0,24,715.2,589,1046,435.2,412,453
1161.6,1024,1504,10,10,10,2.5,0,24,713.9,590,1046,435.2,412,452
1161.2,1024,1503,10,10,10,2.5,0,24,713.2,590,1043,435.5,412,453
1158.2,1024,1503,10,10,10,2.5,0,24,710.3,579,1043,435.4,412,453
1147.4,1024,1503,10,10,10,2.5,0,24,699.6,579,1043,435.3,412,453
1146.7,1023,1503,10,10,10,3.3,0,24,698.1,579,1043,435.3,412,454
