877.2,796,1046,10,10,10,16.8,0,24,423.8,336,601,426.6,403,438
877,796,1046,10,10,10,16.8,0,24,423.8,336,601,426.4,402,438
876.1,796,1046,10,10,10,16.8,0,24,423.2,336,601,426.1,402,437
875.5,796,1046,10,10,10,16.8,0,24,423.9,339,601,424.8,402,437
874.9,795,1041,10,10,10,16.8,0,24,423.5,339,598,424.6,402,437
874.9,795,1041,10,10,10,16.8,0,24,423.5,339,598,424.6,402,437
872,795,1013,10,10,10,16.8,0,24,423.5,339,599,421.7,402,437
853.9,795,1013,10,10,10,19.2,0,24,399.4,336,599,425.3,403,438
853.8,795,1013,10,10,10,19.2,0,24,399.3,336,599,425.3,403,438
852.3,795,1013,10,10,10,19.2,0,24,397.6,336,599,425.5,403,438
