1155.4,948,1537,10,10,10,3.3,0,53,709.9333333333333,497,1098,432.1666666666667,414,448
1158.8,949,1539,10,10,10,3.6666666666666665,0,61,711.7333333333333,498,1101,433.4,412,452
1160.9,948,1538,10,10,10,4.466666666666667,0,61,712,516,1101,434.43333333333334,412,502
1162.2,989,1539,10,10,10,5.1,0,61,712.4,515,1101,434.7,407,501
1164.7333333333333,990,1540,10,10,10,5.5,0,61,713.8666666666667,515,1100,435.3666666666667,407,501
1170.0333333333333,991,1540,10,10,10,7.433333333333334,0,61,718.5666666666667,515,1100,434.03333333333336,377,500
1172.9666666666667,991,1540,10,10,10,10.133333333333333,0,61,719.0666666666667,515,1101,433.76666666666665,377,500
1173.4,990,1552,10,10,10,10.866666666666667,0,61,718.3666666666667,515,1112,434.1666666666667,378,500
1172.1333333333334,981,1552,10,10,10,10.966666666666667,0,61,717.9666666666667,515,1112,433.2,379,501
1168.3,966,1552,10,10,10,12.866666666666667,0,61,714.1333333333333,496,1112,431.3,379,496
1167.1333333333334,966,1546,10.166666666666666,10,15,14.7,0,61,712.1666666666666,496,1105,430.1,386,503
1166.5333333333333,966,1546,10.166666666666666,10,15,15.166666666666666,0,61,711.1,496,1105,430.1,394,503
1168.8333333333333,966,1546,10.166666666666666,10,15,15.866666666666667,0,61,712.6,483,1105,430.2,395,469
1155.9666666666667,966,1547,10.166666666666666,10,15,18.5,0,61,699,483,1106,428.3,398,457
1164.1333333333334,982,1547,10.166666666666666,10,15,20.9,0,61,703.0333333333333,463,1106,430.03333333333336,398,504
1167.5,980,1549,10.166666666666666,10,15,23.466666666666665,0,82,702.6,463,1108,431.26666666666665,398,504
1169.6666666666667,981,1569,10.166666666666666,10,15,24.433333333333334,0,82,703.4,463,1125,431.6666666666667,385,509
1169.7666666666667,974,1572,10.166666666666666,10,15,27.366666666666667,0,82,701.9333333333333,455,1133,430.3,345,509
1170.1333333333334,977,1573,10.166666666666666,10,15,27.366666666666667,0,82,701.7,455,1134,430.9,345,520
1168.4,989,1593,10.166666666666666,10,15,28.7,0,91,697.5,463,1153,432.03333333333336,345,521
1171.0333333333333,983,1597,10.166666666666666,10,15,30.2,0,91,697.3666666666667,456,1153,433.3,344,521
